IoT_0.EarthFixed.X IoT_0.EarthFixed.Y IoT_0.EarthFixed.Z IoT_1.EarthFixed.X IoT_1.EarthFixed.Y IoT_1.EarthFixed.Z IoT_2.EarthFixed.X IoT_2.EarthFixed.Y IoT_2.EarthFixed.Z IoT_3.EarthFixed.X IoT_3.EarthFixed.Y IoT_3.EarthFixed.Z IoT_4.EarthFixed.X IoT_4.EarthFixed.Y IoT_4.EarthFixed.Z IoT_5.EarthFixed.X IoT_5.EarthFixed.Y IoT_5.EarthFixed.Z IoT_6.EarthFixed.X IoT_6.EarthFixed.Y IoT_6.EarthFixed.Z IoT_7.EarthFixed.X IoT_7.EarthFixed.Y IoT_7.EarthFixed.Z IoT_8.EarthFixed.X IoT_8.EarthFixed.Y IoT_8.EarthFixed.Z IoT_9.EarthFixed.X IoT_9.EarthFixed.Y IoT_9.EarthFixed.Z
-29.32422077745043 -49.48140882133237 6377.87694625998 -571.7108994062651 -28.11336179193106 6352.399463806296 4880.132410558524 -3978.777492597134 1016.985733034846 -253.4856029602423 566.9103999089609 6347.832725343716 3590.979931604264 -4194.569918084846 3192.345375189038 -64.65341222537256 667.7254807257501 6342.758491386447 -1353.263415389321 -196.0667550974993 6229.836162973473 440.2114005305854 -202.7604642187704 6359.695336914369 3311.046595145122 -986.4366485784084 5361.393088041296 4975.937152315118 -997.4607699830985 3863.385061048478
-29.324220777451 -49.48140882133214 6377.876946259983 -571.7108994062652 -28.11336179193091 6352.399463806298 4880.132410558521 -3978.777492597132 1016.985733034846 -253.4856029602426 566.9103999089609 6347.832725343716 3590.97993160426 -4194.569918084842 3192.345375189039 -64.65341222537302 667.7254807257501 6342.758491386447 -1353.263415389321 -196.066755097499 6229.836162973475 440.2114005305845 -202.76046421877 6359.695336914372 3311.046595145119 -986.4366485784072 5361.393088041297 4975.937152315113 -997.4607699830971 3863.385061048479
-29.32422077745027 -49.48140882133244 6377.876946259983 -571.710899406265 -28.1133617919311 6352.399463806299 4880.132410558526 -3978.777492597135 1016.985733034847 -253.4856029602422 566.9103999089608 6347.832725343718 3590.979931604265 -4194.569918084845 3192.34537518904 -64.65341222537248 667.7254807257501 6342.758491386448 -1353.263415389322 -196.0667550974992 6229.836162973475 440.2114005305857 -202.7604642187705 6359.695336914372 3311.046595145124 -986.4366485784087 5361.393088041298 4975.937152315118 -997.4607699830988 3863.38506104848
-29.32422077745051 -49.48140882133234 6377.876946259984 -571.7108994062651 -28.11336179193109 6352.399463806299 4880.132410558523 -3978.777492597132 1016.985733034847 -253.4856029602423 566.9103999089606 6347.832725343717 3590.979931604262 -4194.569918084844 3192.34537518904 -64.6534122253727 667.7254807257499 6342.758491386448 -1353.263415389322 -196.0667550974991 6229.836162973475 440.2114005305853 -202.7604642187703 6359.695336914372 3311.046595145122 -986.4366485784079 5361.393088041297 4975.937152315116 -997.4607699830976 3863.38506104848
-29.32422077745074 -49.48140882133223 6377.876946259982 -571.7108994062653 -28.11336179193088 6352.399463806298 4880.132410558523 -3978.777492597132 1016.985733034846 -253.4856029602426 566.9103999089607 6347.832725343717 3590.979931604263 -4194.569918084844 3192.345375189039 -64.65341222537299 667.72548072575 6342.758491386447 -1353.263415389322 -196.0667550974988 6229.836162973475 440.2114005305849 -202.7604642187702 6359.695336914371 3311.046595145122 -986.436648578408 5361.393088041297 4975.937152315114 -997.4607699830982 3863.385061048479
-29.324220777451 -49.48140882133215 6377.876946259984 -571.7108994062655 -28.11336179193076 6352.3994638063 4880.132410558526 -3978.777492597134 1016.985733034847 -253.485602960243 566.910399908961 6347.832725343719 3590.979931604264 -4194.569918084844 3192.34537518904 -64.65341222537326 667.7254807257502 6342.758491386449 -1353.263415389322 -196.0667550974987 6229.836162973476 440.2114005305849 -202.7604642187702 6359.695336914374 3311.046595145122 -986.4366485784087 5361.393088041298 4975.937152315116 -997.4607699830987 3863.385061048481
-29.3242207774509 -49.48140882133218 6377.876946259981 -571.7108994062655 -28.11336179193084 6352.399463806297 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602427 566.9103999089609 6347.832725343716 3590.979931604262 -4194.569918084843 3192.345375189038 -64.6534122253731 667.72548072575 6342.758491386447 -1353.263415389322 -196.0667550974989 6229.836162973474 440.2114005305848 -202.7604642187702 6359.69533691437 3311.046595145121 -986.4366485784078 5361.393088041295 4975.937152315115 -997.4607699830977 3863.385061048478
-29.32422077745047 -49.48140882133234 6377.876946259981 -571.7108994062647 -28.11336179193103 6352.399463806297 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602423 566.9103999089607 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189038 -64.65341222537265 667.7254807257499 6342.758491386447 -1353.263415389321 -196.0667550974989 6229.836162973473 440.2114005305851 -202.7604642187703 6359.695336914369 3311.046595145121 -986.4366485784079 5361.393088041295 4975.937152315114 -997.4607699830988 3863.385061048479
-29.32422077745037 -49.48140882133238 6377.876946259982 -571.7108994062648 -28.11336179193098 6352.399463806298 4880.132410558525 -3978.777492597133 1016.985733034847 -253.4856029602423 566.9103999089606 6347.832725343718 3590.979931604263 -4194.569918084845 3192.345375189039 -64.65341222537273 667.7254807257498 6342.758491386447 -1353.263415389321 -196.0667550974988 6229.836162973475 440.2114005305854 -202.7604642187704 6359.69533691437 3311.046595145122 -986.4366485784086 5361.393088041298 4975.937152315117 -997.4607699830988 3863.385061048479
-29.32422077745061 -49.48140882133231 6377.876946259982 -571.7108994062653 -28.11336179193089 6352.399463806299 4880.132410558527 -3978.777492597135 1016.985733034847 -253.4856029602427 566.9103999089609 6347.832725343717 3590.979931604265 -4194.569918084846 3192.345375189039 -64.65341222537296 667.7254807257502 6342.758491386448 -1353.263415389322 -196.0667550974988 6229.836162973474 440.2114005305854 -202.7604642187704 6359.695336914371 3311.046595145123 -986.4366485784092 5361.393088041297 4975.937152315117 -997.4607699830996 3863.385061048479
-29.32422077745084 -49.48140882133222 6377.876946259982 -571.7108994062655 -28.1133617919309 6352.399463806298 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602427 566.910399908961 6347.832725343717 3590.979931604262 -4194.569918084845 3192.345375189039 -64.65341222537293 667.7254807257502 6342.758491386448 -1353.263415389322 -196.0667550974991 6229.836162973475 440.2114005305849 -202.7604642187702 6359.695336914372 3311.046595145122 -986.4366485784078 5361.393088041297 4975.937152315116 -997.4607699830977 3863.385061048479
-29.32422077745105 -49.4814088213321 6377.876946259979 -571.7108994062656 -28.1133617919307 6352.399463806296 4880.132410558526 -3978.777492597133 1016.985733034846 -253.485602960243 566.9103999089608 6347.832725343716 3590.979931604265 -4194.569918084844 3192.345375189038 -64.65341222537327 667.7254807257501 6342.758491386447 -1353.263415389322 -196.0667550974985 6229.836162973473 440.2114005305849 -202.7604642187701 6359.69533691437 3311.046595145123 -986.4366485784082 5361.393088041296 4975.937152315117 -997.4607699830983 3863.385061048477
-29.32422077745063 -49.48140882133232 6377.876946259981 -571.710899406265 -28.11336179193112 6352.399463806298 4880.13241055852 -3978.777492597132 1016.985733034846 -253.4856029602422 566.9103999089608 6347.832725343716 3590.979931604261 -4194.569918084844 3192.345375189038 -64.65341222537261 667.7254807257501 6342.758491386446 -1353.263415389321 -196.0667550974994 6229.836162973474 440.2114005305849 -202.7604642187702 6359.695336914371 3311.046595145121 -986.4366485784075 5361.393088041296 4975.937152315113 -997.4607699830963 3863.385061048479
-29.32422077745051 -49.48140882133234 6377.876946259983 -571.7108994062651 -28.11336179193099 6352.399463806299 4880.132410558524 -3978.777492597134 1016.985733034847 -253.4856029602423 566.9103999089608 6347.832725343718 3590.979931604264 -4194.569918084845 3192.34537518904 -64.65341222537279 667.7254807257502 6342.758491386448 -1353.263415389322 -196.066755097499 6229.836162973475 440.2114005305853 -202.7604642187704 6359.695336914372 3311.046595145123 -986.4366485784087 5361.393088041298 4975.937152315116 -997.4607699830981 3863.38506104848
-29.32422077745073 -49.48140882133226 6377.876946259981 -571.7108994062652 -28.11336179193099 6352.399463806297 4880.132410558522 -3978.777492597133 1016.985733034846 -253.4856029602425 566.9103999089609 6347.832725343716 3590.979931604262 -4194.569918084844 3192.345375189038 -64.6534122253728 667.7254807257502 6342.758491386447 -1353.263415389321 -196.0667550974993 6229.836162973473 440.211400530585 -202.7604642187702 6359.69533691437 3311.046595145122 -986.4366485784077 5361.393088041296 4975.937152315115 -997.4607699830968 3863.385061048479
-29.32422077745062 -49.48140882133229 6377.876946259981 -571.7108994062651 -28.1133617919311 6352.399463806295 4880.132410558523 -3978.777492597132 1016.985733034846 -253.4856029602424 566.9103999089606 6347.832725343716 3590.979931604261 -4194.569918084843 3192.345375189038 -64.65341222537266 667.72548072575 6342.758491386446 -1353.263415389321 -196.0667550974992 6229.836162973473 440.2114005305851 -202.7604642187702 6359.695336914368 3311.046595145122 -986.4366485784077 5361.393088041295 4975.937152315116 -997.460769983097 3863.385061048478
-29.32422077745018 -49.4814088213325 6377.876946259981 -571.7108994062646 -28.11336179193123 6352.399463806298 4880.132410558522 -3978.777492597132 1016.985733034847 -253.4856029602419 566.9103999089605 6347.832725343716 3590.979931604262 -4194.569918084844 3192.345375189039 -64.65341222537231 667.7254807257498 6342.758491386447 -1353.263415389321 -196.0667550974993 6229.836162973474 440.2114005305854 -202.7604642187704 6359.69533691437 3311.046595145122 -986.436648578408 5361.393088041296 4975.937152315115 -997.4607699830977 3863.385061048479
-29.3242207774507 -49.48140882133227 6377.876946259982 -571.7108994062652 -28.11336179193101 6352.399463806298 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602424 566.9103999089609 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189039 -64.6534122253728 667.7254807257501 6342.758491386447 -1353.263415389321 -196.0667550974993 6229.836162973474 440.2114005305851 -202.7604642187703 6359.69533691437 3311.046595145122 -986.4366485784083 5361.393088041297 4975.937152315116 -997.4607699830987 3863.385061048479
-29.32422077745089 -49.48140882133215 6377.87694625998 -571.7108994062653 -28.11336179193077 6352.399463806298 4880.132410558524 -3978.777492597134 1016.985733034846 -253.4856029602427 566.9103999089609 6347.832725343716 3590.979931604264 -4194.569918084845 3192.345375189038 -64.65341222537313 667.7254807257503 6342.758491386448 -1353.263415389322 -196.0667550974989 6229.836162973474 440.2114005305848 -202.7604642187702 6359.695336914371 3311.046595145122 -986.4366485784083 5361.393088041296 4975.937152315115 -997.4607699830987 3863.385061048479
-29.32422077745076 -49.4814088213322 6377.876946259983 -571.7108994062652 -28.11336179193079 6352.3994638063 4880.132410558524 -3978.777492597133 1016.985733034847 -253.4856029602427 566.9103999089608 6347.832725343718 3590.979931604263 -4194.569918084843 3192.34537518904 -64.65341222537302 667.72548072575 6342.758491386449 -1353.263415389322 -196.0667550974987 6229.836162973475 440.211400530585 -202.7604642187702 6359.695336914372 3311.046595145122 -986.4366485784083 5361.393088041297 4975.937152315115 -997.4607699830981 3863.38506104848
-29.32422077745095 -49.48140882133211 6377.876946259981 -571.7108994062655 -28.11336179193072 6352.399463806297 4880.132410558524 -3978.777492597133 1016.985733034846 -253.4856029602429 566.9103999089609 6347.832725343716 3590.979931604264 -4194.569918084844 3192.345375189038 -64.65341222537324 667.7254807257502 6342.758491386447 -1353.263415389322 -196.0667550974984 6229.836162973474 440.2114005305848 -202.7604642187702 6359.69533691437 3311.046595145122 -986.4366485784088 5361.393088041296 4975.937152315116 -997.4607699830982 3863.385061048478
-29.32422077745086 -49.48140882133222 6377.876946259979 -571.7108994062655 -28.113361791931 6352.399463806295 4880.132410558524 -3978.777492597134 1016.985733034846 -253.4856029602427 566.9103999089612 6347.832725343715 3590.979931604262 -4194.569918084845 3192.345375189038 -64.65341222537299 667.7254807257506 6342.758491386446 -1353.263415389322 -196.0667550974991 6229.836162973473 440.2114005305851 -202.7604642187702 6359.695336914368 3311.046595145123 -986.4366485784084 5361.393088041295 4975.937152315117 -997.4607699830981 3863.385061048477
-29.32422077745039 -49.48140882133243 6377.876946259983 -571.7108994062648 -28.11336179193111 6352.399463806299 4880.132410558523 -3978.777492597134 1016.985733034847 -253.4856029602422 566.9103999089607 6347.832725343717 3590.979931604262 -4194.569918084845 3192.34537518904 -64.65341222537252 667.7254807257501 6342.758491386448 -1353.263415389321 -196.0667550974993 6229.836162973475 440.2114005305853 -202.7604642187704 6359.695336914371 3311.046595145122 -986.4366485784083 5361.393088041297 4975.937152315116 -997.4607699830976 3863.38506104848
-29.3242207774506 -49.48140882133234 6377.876946259985 -571.7108994062653 -28.11336179193097 6352.3994638063 4880.132410558524 -3978.777492597134 1016.985733034847 -253.4856029602426 566.9103999089609 6347.83272534372 3590.979931604265 -4194.569918084846 3192.345375189041 -64.65341222537278 667.7254807257502 6342.758491386451 -1353.263415389322 -196.0667550974991 6229.836162973478 440.2114005305854 -202.7604642187704 6359.695336914374 3311.046595145124 -986.4366485784084 5361.393088041299 4975.937152315118 -997.460769983098 3863.385061048481
-29.32422077745045 -49.48140882133241 6377.87694625998 -571.710899406265 -28.11336179193111 6352.399463806296 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602423 566.9103999089607 6347.832725343716 3590.979931604263 -4194.569918084844 3192.345375189039 -64.65341222537258 667.72548072575 6342.758491386446 -1353.263415389321 -196.0667550974991 6229.836162973473 440.2114005305853 -202.7604642187704 6359.695336914369 3311.046595145122 -986.4366485784084 5361.393088041296 4975.937152315115 -997.4607699830983 3863.385061048478
-29.32422077745031 -49.48140882133248 6377.876946259979 -571.7108994062646 -28.11336179193119 6352.399463806295 4880.13241055852 -3978.777492597132 1016.985733034847 -253.485602960242 566.9103999089606 6347.832725343716 3590.979931604261 -4194.569918084844 3192.345375189038 -64.65341222537246 667.7254807257499 6342.758491386446 -1353.263415389321 -196.0667550974994 6229.836162973473 440.2114005305851 -202.7604642187704 6359.695336914368 3311.046595145121 -986.436648578408 5361.393088041295 4975.937152315113 -997.4607699830982 3863.385061048478
-29.32422077745049 -49.48140882133237 6377.876946259982 -571.7108994062653 -28.1133617919309 6352.399463806298 4880.132410558525 -3978.777492597134 1016.985733034847 -253.4856029602426 566.9103999089607 6347.832725343718 3590.979931604265 -4194.569918084846 3192.34537518904 -64.6534122253729 667.72548072575 6342.758491386448 -1353.263415389322 -196.0667550974987 6229.836162973475 440.2114005305855 -202.7604642187705 6359.695336914371 3311.046595145124 -986.4366485784092 5361.393088041297 4975.937152315118 -997.4607699831 3863.38506104848
-29.32422077745095 -49.48140882133207 6377.876946259982 -571.7108994062653 -28.11336179193071 6352.399463806298 4880.132410558523 -3978.777492597133 1016.985733034846 -253.4856029602428 566.9103999089609 6347.832725343717 3590.979931604262 -4194.569918084844 3192.345375189039 -64.65341222537319 667.7254807257502 6342.758491386448 -1353.263415389322 -196.0667550974985 6229.836162973475 440.2114005305847 -202.7604642187701 6359.69533691437 3311.046595145121 -986.4366485784084 5361.393088041296 4975.937152315114 -997.4607699830982 3863.385061048479
-29.32422077745084 -49.48140882133218 6377.876946259982 -571.7108994062653 -28.11336179193096 6352.399463806298 4880.132410558522 -3978.777492597132 1016.985733034846 -253.4856029602427 566.9103999089608 6347.832725343718 3590.979931604262 -4194.569918084843 3192.34537518904 -64.6534122253729 667.7254807257501 6342.758491386448 -1353.263415389321 -196.0667550974992 6229.836162973475 440.2114005305849 -202.7604642187701 6359.695336914372 3311.046595145121 -986.4366485784072 5361.393088041298 4975.937152315115 -997.4607699830976 3863.38506104848
-29.32422077745038 -49.48140882133244 6377.876946259983 -571.7108994062648 -28.11336179193107 6352.399463806299 4880.132410558524 -3978.777492597133 1016.985733034847 -253.4856029602423 566.9103999089607 6347.832725343717 3590.979931604263 -4194.569918084844 3192.34537518904 -64.65341222537249 667.7254807257501 6342.758491386448 -1353.263415389321 -196.0667550974993 6229.836162973475 440.2114005305853 -202.7604642187705 6359.695336914371 3311.046595145122 -986.4366485784086 5361.393088041298 4975.937152315116 -997.4607699830987 3863.38506104848
-29.32422077745053 -49.48140882133232 6377.876946259983 -571.7108994062651 -28.11336179193082 6352.399463806299 4880.132410558525 -3978.777492597133 1016.985733034847 -253.4856029602426 566.9103999089606 6347.832725343717 3590.979931604265 -4194.569918084844 3192.34537518904 -64.65341222537282 667.7254807257499 6342.758491386448 -1353.263415389321 -196.0667550974986 6229.836162973475 440.2114005305853 -202.7604642187704 6359.695336914372 3311.046595145122 -986.4366485784089 5361.393088041297 4975.937152315117 -997.460769983099 3863.38506104848
